,Shortest,Common,Jaccard,PA1,PA2,katz
"(11532, 30186)",0.0,0,1,0.0,0.016021633461955502,-100
"(48259, 48260)",0.0,0,0,0.0,0.015258698535195715,-100
"(8435, 2203)",0.0,0,9,0.0,0.016021633461955502,-100
"(13524, 38243)",0.0,0,19,0.0,0.0373672752163062,-100
"(8435, 42207)",0.0,0,27,0.0,0.017547503315475072,-100
"(38137, 38218)",0.0,0,170,0.0,0.02904818863913198,-5
"(21442, 21445)",0.0,0,0,0.0,0.015258698535195715,-100
"(48527, 39026)",0.0,0,9,0.0,0.028830213354584067,-100
"(19160, 14731)",0.0,0,3,0.0,0.01799168402983462,-100
"(35055, 38111)",0.0,0,132,0.0,0.02054489277428643,-3
"(36931, 38659)",0.0,0,169,0.0,0.022019949467968262,-100
"(38034, 38268)",0.027777777777777776,1,322,0.36926937306885504,0.03531922761361184,-2
"(13465, 38310)",0.0,0,36,0.0,0.03630234305017859,-100
"(38029, 38744)",0.0,0,234,0.0,0.030507480030228552,-100
"(41607, 31080)",0.0,0,2,0.0,0.01678456838871529,-100
"(8537, 8617)",0.0,0,56,0.0,0.02627523086272103,-100
"(38595, 38780)",0.0,0,54,0.0,0.0227478456621773,-100
"(38124, 38253)",0.0,0,90,0.0,0.03000771141934433,-100
"(33207, 45585)",0.0,0,0,0.0,0.015258698535195715,-100
"(38629, 38849)",0.045454545454545456,1,132,0.3459762562611936,0.035656214437262426,-2
"(38515, 18795)",0.0,0,16,0.0,0.01609792695463148,-100
"(38593, 2870)",0.0,0,0,0.0,0.017029470500205177,-100
"(1465, 1428)",0.0,0,2,0.0,0.016021633461955502,-100
"(47223, 8472)",0.0,0,14,0.0,0.018028915254260498,-100
"(16330, 15894)",0.0,0,1,0.0,0.016021633461955502,-100
"(8533, 38759)",0.0,0,187,0.0,0.0372680174204815,-100
"(38534, 38765)",0.0,0,112,0.0,0.021538405411741575,-4
"(36803, 38292)",0.0,0,19,0.0,0.0415332679257059,-100
"(17956, 35554)",0.0,0,0,0.0,0.016021633461955502,-100
"(10327, 41609)",0.0,0,13,0.0,0.01609792695463148,-100
"(8488, 8503)",0.0,0,40,0.0,0.018546948069530392,-100
"(4330, 42209)",0.0,0,2,0.0,0.016021633461955502,-100
"(38512, 21326)",0.0,0,19,0.0,0.016021633461955502,-100
"(8580, 8639)",0.04,1,165,0.3898712452512801,0.039072048320556524,-2
"(38679, 38750)",0.037037037037037035,1,196,0.36926937306885504,0.03451993126927748,-2
"(29745, 8592)",0.0,0,6,0.0,0.020680252452482326,-100
"(38629, 38657)",0.0,0,96,0.0,0.02253279707230193,-100
"(1101, 8527)",0.0,0,0,0.0,0.018916722944809748,-100
"(25023, 39647)",0.0,0,0,0.0,0.015258698535195715,-100
"(2963, 23226)",0.0,0,4,0.0,0.01678456838871529,-100
"(29593, 38757)",0.0,0,198,0.0,0.02389285427278043,-3
"(12408, 36382)",0.0,0,0,0.0,0.015258698535195715,-100
"(38108, 38250)",0.0,0,208,0.0,0.04223112974457602,-3
"(23367, 37432)",0.0,0,1,0.0,0.016021633461955502,-100
"(38097, 38104)",0.0,0,130,0.0,0.02434449393489168,-100
"(38576, 38877)",0.04,1,153,0.40242960438184466,0.04420781475643149,-3
"(28995, 28997)",0.0,0,0,0.0,0.015258698535195715,-100
"(660, 1024)",0.0,0,4,0.0,0.016021633461955502,-100
"(37986, 37995)",0.041666666666666664,1,156,0.45511961331341866,0.017547503315475076,-100
"(38115, 38868)",0.0,0,224,0.0,0.04910211347816549,-100
"(38098, 38247)",0.0,0,112,0.0,0.03519698667777507,-100
"(14125, 36720)",0.0,0,0,0.0,0.015258698535195715,-100
"(1493, 13067)",0.0,0,0,0.0,0.015258698535195715,-100
"(38611, 38724)",0.06666666666666667,2,247,0.8080757371781798,0.02592123992089785,-2
"(38223, 38228)",0.0,0,304,0.0,0.04742023342657109,-100
"(1838, 38811)",0.0,0,15,0.0,0.03692096726389581,-100
"(8637, 8651)",0.045454545454545456,1,130,0.3898712452512801,0.04093401556818907,-100
"(14714, 46679)",0.0,0,0,0.0,0.01609792695463148,-100
"(38579, 39033)",0.08,2,180,0.6925793957598698,0.04009727335531653,-2
"(10327, 38059)",0.043478260869565216,1,143,0.3396232718951086,0.016021633461955502,-100
"(2816, 38275)",0.0,0,50,0.0,0.029242243067978697,-100
"(38678, 35277)",0.0,0,11,0.0,0.022838301859219437,-100
"(21118, 36886)",0.0,0,2,0.0,0.016021633461955502,-100
"(19905, 36855)",0.0,0,1,0.0,0.016021633461955502,-100
"(41602, 38128)",0.0,0,16,0.0,0.02218589062213905,-100
"(5365, 6693)",0.0,0,0,0.0,0.015258698535195715,-100
"(8469, 45197)",0.0,0,20,0.0,0.018730891680372175,-100
"(38041, 38576)",0.0,0,99,0.0,0.01864934919540009,-100
"(39885, 6713)",0.0,0,0,0.0,0.016021633461955502,-100
"(38597, 38685)",0.0,0,120,0.0,0.021929936200427207,-100
"(38006, 30984)",0.0,0,8,0.0,0.016021633461955502,-100
"(51355, 45399)",0.0,0,1,0.0,0.016021633461955502,-100
"(38601, 38673)",0.0,0,190,0.0,0.02423458218005834,-100
"(38140, 8597)",0.0,0,48,0.0,0.025394096678416384,-100
"(46490, 46496)",0.0,0,1,0.0,0.016190242080769413,-100
"(31269, 8569)",0.0,0,9,0.0,0.01963327528847327,-100
"(1396, 8471)",0.0,0,6,0.0,0.01626577263851863,-100
"(27452, 38260)",0.0,0,180,0.0,0.031939254700727115,-3
"(38664, 38856)",0.0,0,208,0.0,0.037983914021575464,-3
"(38050, 38842)",0.0,0,210,0.0,0.04342783133920378,-100
"(38528, 47500)",0.0,0,0,0.0,0.015258698535195715,-100
"(1042, 31783)",0.0,0,0,0.0,0.016021633461955502,-100
"(4159, 8578)",0.05263157894736842,1,99,0.4170323914242463,0.021337186093151966,-2
"(38604, 38611)",0.0,0,437,0.0,0.02332175418354364,-100
"(38542, 11193)",0.0,0,0,0.0,0.016189479145842654,-100
"(14698, 8592)",0.0,0,24,0.0,0.021519480871918087,-100
"(38647, 38140)",0.0,0,90,0.0,0.020797628991519566,-100
"(47424, 47426)",0.0,0,0,0.0,0.015258698535195715,-100
"(21030, 50695)",0.0,0,0,0.0,0.016021633461955502,-100
"(38039, 38051)",0.0,0,144,0.0,0.01857136198718671,-100
"(22829, 28846)",0.0,0,11,0.0,0.016021633461955502,-100
"(38149, 31682)",0.0,0,8,0.0,0.022303083843172082,-100
"(38514, 38793)",0.0,0,117,0.0,0.02503417165162091,-3
"(7578, 31773)",0.0,0,0,0.0,0.016021633461955502,-100
"(3836, 27011)",0.0,0,0,0.0,0.015258698535195715,-100
"(8410, 8640)",0.0,0,54,0.0,0.020849677976239718,-4
"(2629, 39416)",0.0,0,0,0.0,0.016021633461955502,-100
"(38574, 38752)",0.0,0,288,0.0,0.03438817155293894,-3
"(1553, 6149)",0.0,0,0,0.0,0.015258698535195715,-100
"(18460, 8469)",0.0,0,0,0.0,0.017128728334176627,-100
"(1138, 44612)",0.0,0,0,0.0,0.015258698535195715,-100
"(38582, 38692)",0.0,0,99,0.0,0.02309301027086759,-100
"(38604, 38613)",0.025,1,414,0.3898712452512801,0.021457911786818745,-100
"(43522, 43525)",0.0,0,0,0.0,0.015258698535195715,-100
"(1681, 38025)",0.0,0,16,0.0,0.01788487314008825,-100
"(38553, 38690)",0.0,0,209,0.0,0.031023755592740336,-3
"(38562, 4397)",0.0,0,39,0.0,0.01862492001904524,-100
"(38037, 44013)",0.0,0,18,0.0,0.01770009030082703,-100
"(8432, 8651)",0.047619047619047616,1,120,0.40242960438184466,0.028176943426614264,-2
"(4437, 4486)",0.0,0,0,0.0,0.015258698535195715,-100
"(38013, 38222)",0.045454545454545456,1,112,0.40242960438184466,0.021772531807437857,-2
"(15649, 8943)",0.0,0,1,0.0,0.016021633461955502,-100
"(11793, 25948)",0.0,0,0,0.0,0.015258698535195715,-100
"(38115, 38552)",0.0,0,224,0.0,0.025833358530051982,-100
"(8458, 8626)",0.0,0,156,0.0,0.03198324197332733,-1
"(10650, 9902)",0.0,0,2,0.0,0.016021633461955502,-100
"(34409, 51354)",0.0,0,0,0.0,0.015258698535195715,-100
"(8511, 38164)",0.0,0,198,0.0,0.026249175811002466,-100
"(38600, 38764)",0.03225806451612903,1,252,0.36926937306885504,0.028314519400254992,-3
"(38761, 38779)",0.0,0,144,0.0,0.03270451030005907,-100
"(38111, 34990)",0.0,0,11,0.0,0.021307827701046216,-100
"(38015, 38154)",0.0,0,90,0.0,0.018317143707823547,-5
"(11567, 7635)",0.0,0,0,0.0,0.015258698535195715,-100
"(6327, 6608)",0.0,0,0,0.0,0.015258698535195715,-100
"(38029, 38283)",0.034482758620689655,1,216,0.36067376022224085,0.034318596823807425,-2
"(38522, 38724)",0.0,0,130,0.0,0.02271210673846816,-5
"(10168, 13699)",0.0,0,0,0.0,0.016021633461955502,-100
"(1121, 38870)",0.0,0,24,0.0,0.03589884294926513,-100
"(8543, 25584)",0.0,0,5,0.0,0.01715583617505933,-100
"(38520, 38865)",0.06060606060606061,2,304,0.7947428852085272,0.04409095668508243,-2
"(38823, 38867)",0.03125,1,266,0.36926937306885504,0.054616379354562844,-2
"(29937, 29943)",0.0,0,0,0.0,0.015258698535195715,-100
"(34599, 34600)",0.0,0,0,0.0,0.015258698535195715,-100
"(38154, 38208)",0.0,0,120,0.0,0.026186012703072595,-100
"(48779, 48781)",0.0,0,0,0.0,0.016021633461955502,-100
"(8421, 8501)",0.034482758620689655,1,216,0.43429448190325176,0.021258418799234673,-3
"(15553, 15735)",0.0,0,0,0.0,0.015258698535195715,-100
"(31956, 38163)",0.0,0,105,0.0,0.02281011367196304,-100
"(18527, 19296)",0.0,0,1,0.0,0.016021633461955502,-100
"(8414, 8603)",0.0,0,110,0.0,0.02590024573698115,-4
"(23945, 38119)",0.0,0,15,0.0,0.019466316852129843,-100
"(38584, 38090)",0.0,0,273,0.0,0.02596095300315787,-100
"(17107, 38203)",0.0,0,68,0.0,0.03144587724912981,-100
"(38520, 38637)",0.06896551724137931,2,240,0.8243889863822738,0.02404301188259185,-2
"(27065, 34532)",0.0,0,0,0.0,0.015258698535195715,-100
"(38679, 28612)",0.0,0,14,0.0,0.01999244130182751,-100
"(38655, 29763)",0.0,0,14,0.0,0.020161008622973833,-100
"(38698, 38199)",0.0,0,204,0.0,0.043970158001431225,-100
"(27396, 46175)",0.0,0,2,0.0,0.01609792695463148,-100
"(586, 8567)",0.043478260869565216,1,128,0.43429448190325176,0.020628061470313604,-2
"(38604, 38823)",0.10526315789473684,4,437,1.4575853255216606,0.03652856824000482,-2
"(31124, 41936)",0.0,0,0,0.0,0.015258698535195715,-100
"(38587, 38759)",0.0,0,204,0.0,0.036779891654340584,-100
"(8449, 8558)",0.0,0,96,0.0,0.02476860606561702,-100
"(38602, 38757)",0.0,0,143,0.0,0.03043306968220294,-6
"(38005, 42172)",0.0,0,19,0.0,0.01678456838871529,-100
"(4682, 4683)",0.0,0,0,0.0,0.015258698535195715,-100
"(38023, 38112)",0.0,0,120,0.0,0.02154056095467819,-5
"(46008, 33231)",0.0,0,2,0.0,0.01678456838871529,-100
"(34193, 38279)",0.0,0,0,0.0,0.039770960311723974,-100
"(38660, 38678)",0.0,0,176,0.0,0.027145651106073095,-100
"(40722, 46798)",0.0,0,0,0.0,0.015258698535195715,-100
"(38009, 38261)",0.0,0,165,0.0,0.029721318861871637,-3
"(50446, 38713)",0.0,0,9,0.0,0.020046694840423977,-100
"(12122, 8597)",0.0,0,8,0.0,0.023384121725819926,-100
"(37997, 38188)",0.03225806451612903,1,240,0.36067376022224085,0.02812862655933948,-3
"(8446, 8566)",0.058823529411764705,1,80,0.36067376022224085,0.0235129960756709,-100
"(38733, 10315)",0.0,0,13,0.0,0.026037920876903663,-100
"(38508, 38544)",0.0,0,234,0.0,0.016937155374067245,-100
"(1795, 34326)",0.0,0,0,0.0,0.015258698535195715,-100
"(31955, 44982)",0.0,0,0,0.0,0.015258698535195715,-100
"(38062, 38078)",0.0,0,165,0.0,0.02358201676908795,-100
"(8500, 8554)",0.045454545454545456,1,132,0.43429448190325176,0.02644221063072501,-100
"(38167, 40819)",0.0,0,18,0.0,0.0286517655454872,-100
"(38104, 38308)",0.0,0,221,0.0,0.04851860622071706,-4
"(26911, 37279)",0.0,0,0,0.0,0.015258698535195715,-100
"(47559, 47564)",0.0,0,0,0.0,0.016860861881391263,-100
"(2475, 36610)",0.0,0,1,0.0,0.016021633461955502,-100
"(29434, 30695)",0.0,0,0,0.0,0.01609792695463148,-100
"(14364, 24614)",0.0,0,1,0.0,0.016021633461955502,-100
"(39925, 39927)",0.0,0,0,0.0,0.015258698535195715,-100
"(21128, 21129)",0.0,0,0,0.0,0.015258698535195715,-100
"(23563, 23567)",0.0,0,0,0.0,0.015258698535195715,-100
"(38189, 38243)",0.11538461538461539,3,190,1.183975920727177,0.04622217724861021,-2
"(17464, 17465)",0.0,0,0,0.0,0.015258698535195715,-100
"(11295, 51377)",0.0,0,0,0.0,0.016021633461955502,-100
"(24608, 38231)",0.0,0,12,0.0,0.027641520470986884,-100
"(24400, 31216)",0.0,0,0,0.0,0.016021633461955502,-100
"(38245, 8663)",0.0,0,216,0.0,0.05032343324338816,-100
"(10218, 38867)",0.0,0,84,0.0,0.038200432115671965,-100
"(29963, 38538)",0.0,0,294,0.0,0.016297052970515785,-100
"(38810, 38816)",0.034482758620689655,1,224,0.3284587387530511,0.050750662558378554,-100
"(30310, 8621)",0.0,0,19,0.0,0.03366601890833359,-100
"(38827, 34034)",0.0,0,51,0.0,0.039203390070624775,-100
"(24783, 24785)",0.0,0,0,0.0,0.015258698535195715,-100
"(1812, 24049)",0.0,0,0,0.0,0.015258698535195715,-100
"(17099, 38248)",0.0,0,26,0.0,0.027985403745726382,-100
"(38166, 38267)",0.0,0,99,0.0,0.03550061855862892,-100
"(11198, 32420)",0.0,0,2,0.0,0.01609792695463148,-100
"(38655, 38732)",0.0,0,154,0.0,0.028202658682375148,-100
"(8510, 8614)",0.06666666666666667,1,64,0.3789231816899512,0.02870252705463039,-100
"(38612, 40097)",0.0,0,18,0.0,0.019857262202699427,-100
"(27505, 38878)",0.0,0,143,0.0,0.038931805408697756,-3
"(31709, 31710)",0.0,0,0,0.0,0.015258698535195715,-100
"(1425, 22861)",0.0,0,2,0.0,0.016860861881391263,-100
"(38725, 39029)",0.0,0,169,0.0,0.04148412689797649,-4
"(46597, 11102)",0.0,0,3,0.0,0.017547503315475072,-100
"(7558, 7561)",0.0,0,0,0.0,0.015258698535195715,-100
"(33406, 8612)",0.0,0,16,0.0,0.032333653209215454,-100
"(38213, 28814)",0.0,0,38,0.0,0.03179042217155519,-100
"(38030, 38542)",0.0,0,195,0.0,0.01814581214373863,-100
"(38519, 7284)",0.0,0,0,0.0,0.016021633461955502,-100
"(8482, 41817)",0.0,0,26,0.0,0.02008044727231756,-100
"(38217, 38284)",0.0,0,255,0.0,0.05643099976090389,-100
"(47819, 18651)",0.0,0,0,0.0,0.015258698535195715,-100
"(31650, 10908)",0.0,0,2,0.0,0.01678456838871529,-100
"(38641, 38727)",0.0,0,98,0.0,0.026662640658399774,-100
"(38068, 38241)",0.03333333333333333,1,228,0.3898712452512801,0.04051477982760031,-4
"(26789, 30719)",0.0,0,13,0.0,0.016021633461955502,-100
"(8611, 28771)",0.0,0,20,0.0,0.023922221812475955,-100
"(41407, 33690)",0.0,0,1,0.0,0.016021633461955502,-100
"(38148, 38186)",0.0,0,128,0.0,0.032225104323188536,-100
"(31788, 38807)",0.03333333333333333,1,234,0.3459762562611936,0.02891822658821462,-2
"(8525, 8545)",0.0,0,72,0.0,0.02317867123116131,-100
"(3411, 3413)",0.0,0,0,0.0,0.016021633461955502,-100
"(21816, 21821)",0.0,0,0,0.0,0.015258698535195715,-100
"(29484, 29489)",0.0,0,0,0.0,0.015258698535195715,-100
"(29593, 38594)",0.02702702702702703,1,360,0.36067376022224085,0.01947140394963449,-4
"(28778, 49904)",0.0,0,0,0.0,0.015258698535195715,-100
"(38533, 13821)",0.0,0,17,0.0,0.017822922824035355,-100
"(38779, 19296)",0.0,0,16,0.0,0.026651300798003926,-100
"(48075, 48077)",0.0,0,0,0.0,0.015258698535195715,-100
"(38627, 38736)",0.0,0,90,0.0,0.02782736005904451,-100
"(38528, 38812)",0.029411764705882353,1,304,0.30692767643013485,0.033564280040497704,-2
"(10646, 38214)",0.0,0,0,0.0,0.028563599824052825,-100
"(30713, 38247)",0.0,0,14,0.0,0.030742033127800026,-100
"(29593, 10674)",0.0,0,18,0.0,0.016021633461955502,-100
"(38216, 35585)",0.0,0,9,0.0,0.02257397136568043,-100
"(38078, 38818)",0.0,0,176,0.0,0.03571522180812885,-100
"(25329, 25334)",0.0,0,0,0.0,0.015258698535195715,-100
"(13148, 18033)",0.0,0,0,0.0,0.015258698535195715,-100
"(38740, 38062)",0.0,0,225,0.0,0.034875977450982455,-100
"(38038, 38069)",0.045454545454545456,1,132,0.3789231816899512,0.021321894985141088,-100
"(38087, 38103)",0.0,0,140,0.0,0.0258204935093321,-100
"(8620, 8514)",0.0,0,165,0.0,0.029187151361442332,-100
"(25074, 40878)",0.0,0,0,0.0,0.015258698535195715,-100
"(1377, 8504)",0.0,0,10,0.0,0.020757254475195434,-100
"(38572, 38606)",0.05128205128205128,2,390,0.7318793055547124,0.02338658000133549,-100
"(8446, 8614)",0.0,0,80,0.0,0.02568625289645743,-3
"(38681, 38174)",0.0,0,180,0.0,0.03148531968785392,-100
"(38046, 38134)",0.0,0,120,0.0,0.02559341532774035,-100
"(38179, 38271)",0.0625,2,288,0.7777061516464872,0.05335713368214608,-4
"(38617, 46632)",0.0,0,8,0.0,0.017902580859738344,-100
"(47701, 38033)",0.0,0,17,0.0,0.016860861881391263,-100
"(18771, 18772)",0.0,0,0,0.0,0.015258698535195715,-100
"(44056, 34228)",0.0,0,1,0.0,0.016021633461955502,-100
"(45040, 44139)",0.0,0,0,0.0,0.016021633461955502,-100
"(38760, 38832)",0.0,0,108,0.0,0.03987565588046306,-6
"(14574, 47017)",0.0,0,0,0.0,0.015258698535195715,-100
"(38114, 38139)",0.05263157894736842,1,96,0.35295612386476116,0.02500093036324021,-100
"(38587, 38858)",0.0,0,132,0.0,0.03837877257982464,-5
"(38012, 38152)",0.0,0,153,0.0,0.024878797748904342,-3
"(31776, 31794)",0.0,0,1,0.0,0.01609792695463148,-100
"(38059, 38750)",0.0,0,154,0.0,0.031312058356165254,-100
"(8042, 8044)",0.0,0,0,0.0,0.016021633461955502,-100
"(11020, 38633)",0.0,0,17,0.0,0.023846159496712135,-100
"(38005, 38777)",0.0,0,266,0.0,0.030524278796836248,-100
"(2576, 12803)",0.0,0,0,0.0,0.015258698535195715,-100
"(38004, 38846)",0.0,0,192,0.0,0.03510503129834315,-100
"(38602, 38605)",0.043478260869565216,1,143,0.3789231816899512,0.022561848871378014,-100
"(38517, 38134)",0.0,0,180,0.0,0.024830480400980563,-100
"(25877, 26200)",0.0,0,0,0.0,0.015258698535195715,-100
"(38586, 20429)",0.0,0,18,0.0,0.021466328484930762,-100
"(10865, 18017)",0.0,0,0,0.0,0.015258698535195715,-100
"(38051, 38733)",0.0,0,156,0.0,0.02782471447537508,-100
"(2324, 19169)",0.0,0,0,0.0,0.015258698535195715,-100
"(11314, 27716)",0.0,0,0,0.0,0.015258698535195715,-100
"(16816, 30155)",0.0,0,0,0.0,0.015258698535195715,-100
"(38586, 38794)",0.029411764705882353,1,306,0.3789231816899512,0.041378062486650505,-3
"(14146, 19434)",0.0,0,1,0.0,0.016021633461955502,-100
"(38604, 38811)",0.08571428571428572,3,345,1.1088663149810472,0.04101195480305425,-2
"(38647, 38675)",0.0,0,135,0.0,0.023172235951347583,-100
"(3089, 32263)",0.0,0,0,0.0,0.016021633461955502,-100
"(8676, 8677)",0.0,0,0,0.0,0.015258698535195715,-100
"(27443, 39702)",0.0,0,0,0.0,0.015258698535195715,-100
"(3089, 14062)",0.0,0,0,0.0,0.015258698535195715,-100
"(7608, 38799)",0.0,0,14,0.0,0.030735378290573077,-100
"(34420, 34428)",0.0,0,0,0.0,0.015258698535195715,-100
"(929, 21192)",0.0,0,1,0.0,0.015258698535195715,-100
"(1893, 2817)",0.0,0,0,0.0,0.015258698535195715,-100
"(38653, 38673)",0.05263157894736842,1,100,0.35295612386476116,0.023896771081512874,-100
"(38176, 46145)",0.0,0,14,0.0,0.026819544123574904,-100
"(38808, 38867)",0.047619047619047616,1,112,0.36926937306885504,0.04612180431657917,-100
"(38024, 38029)",0.0,0,270,0.0,0.018742427256464782,-100
"(38581, 24106)",0.0,0,22,0.0,0.01886290231074942,-100
"(38522, 38271)",0.0,0,180,0.0,0.03984335297915423,-100
"(29963, 29270)",0.0,0,21,0.0,0.016021633461955502,-100
"(4376, 10576)",0.0,0,0,0.0,0.016021633461955502,-100
"(28067, 38284)",0.0,0,51,0.0,0.039195379307299244,-100
"(1298, 38877)",0.0,0,34,0.0,0.042681944902911925,-100
"(38786, 11076)",0.0,0,16,0.0,0.032299146791621804,-100
"(8540, 38242)",0.0,0,198,0.0,0.03904588466505113,-100
"(9384, 9387)",0.0,0,0,0.0,0.015258698535195715,-100
"(38206, 38218)",0.0,0,120,0.0,0.034720117131473986,-100
"(1870, 19907)",0.0,0,1,0.0,0.016021633461955502,-100
"(11727, 31628)",0.0,0,3,0.0,0.016937155374067245,-100
"(44992, 38087)",0.0,0,14,0.0,0.024126015036998617,-100
"(27452, 38087)",0.07407407407407407,2,210,0.7813527860717959,0.024126015036998617,-2
"(2963, 38146)",0.0,0,20,0.0,0.02161633407232868,-100
"(38534, 8567)",0.0,0,128,0.0,0.02139099639707339,-100
"(38130, 38160)",0.0,0,60,0.0,0.028049983150795592,-100
"(38664, 38235)",0.0,0,304,0.0,0.03793204517342087,-100
"(21660, 37985)",0.10526315789473684,2,108,0.7073819204430023,0.01678456838871529,-100
"(592, 38281)",0.0,0,13,0.0,0.031042792535766577,-100
"(37453, 31972)",0.0,0,1,0.0,0.01609792695463148,-100
"(3674, 11684)",0.0,0,1,0.0,0.016021633461955502,-100
"(36545, 36547)",0.0,0,0,0.0,0.015258698535195715,-100
"(38042, 8625)",0.0,0,247,0.0,0.040676927379399964,-100
"(3165, 5840)",0.0,0,8,0.0,0.016021633461955502,-100
"(38815, 38823)",0.038461538461538464,1,152,0.3898712452512801,0.04022924731141184,-100
"(38042, 38715)",0.0,0,260,0.0,0.03172393223247174,-100
"(1234, 38615)",0.0,0,14,0.0,0.02297219960150867,-100
"(38121, 8646)",0.0,0,156,0.0,0.03302125975598161,-100
"(38538, 10053)",0.0,0,14,0.0,0.017059987897275572,-100
"(38829, 32336)",0.0,0,18,0.0,0.035803173999335906,-100
"(8474, 8569)",0.13333333333333333,2,72,0.859821528652939,0.021250697333204015,-2
"(38558, 38760)",0.0,0,144,0.0,0.025311587860066063,-3
"(37989, 38149)",0.0,0,88,0.0,0.02146385542373632,-3
"(38515, 38832)",0.0,0,144,0.0,0.031348636409112285,-3
"(43303, 43305)",0.0,0,0,0.0,0.015258698535195715,-100
"(38059, 8588)",0.0,0,77,0.0,0.020548380081172504,-100
"(38135, 29916)",0.0,0,0,0.0,0.01932359011406482,-100
"(38132, 642)",0.0,0,0,0.0,0.01806634310990505,-100
"(38192, 31056)",0.0,0,14,0.0,0.02170666295841959,-100
"(47532, 42608)",0.0,0,1,0.0,0.016021633461955502,-100
"(8532, 38650)",0.0,0,76,0.0,0.02967571606693466,-100
"(38519, 38851)",0.0,0,192,0.0,0.03185042945256596,-4
"(2448, 13646)",0.0,0,0,0.0,0.016021633461955502,-100
"(38096, 12864)",0.0,0,4,0.0,0.017266895849412822,-100
"(24894, 8536)",0.0,0,17,0.0,0.02601613990108504,-100
"(15399, 39664)",0.0,0,4,0.0,0.01678456838871529,-100
"(29672, 39539)",0.0,0,4,0.0,0.016860861881391263,-100
"(38056, 38211)",0.03571428571428571,1,210,0.36067376022224085,0.026096214682362423,-3
"(35911, 31760)",0.0,0,0,0.0,0.015258698535195715,-100
"(38026, 38226)",0.0,0,320,0.0,0.0355418024955049,-3
"(48021, 48022)",0.0,0,0,0.0,0.015258698535195715,-100
"(38030, 38127)",0.037037037037037035,1,195,0.36926937306885504,0.028237359450012045,-3
"(8432, 8653)",0.05555555555555555,1,84,0.48089834696298783,0.021623865376828838,-2
"(38604, 38209)",0.0,0,391,0.0,0.03191130367942206,-100
"(31792, 17164)",0.0,0,19,0.0,0.016860861881391267,-100
"(38180, 38282)",0.03333333333333333,1,228,0.3459762562611936,0.04244880928502892,-100
"(49221, 28056)",0.0,0,0,0.0,0.01678456838871529,-100
"(38054, 38772)",0.0,0,147,0.0,0.025638955050846925,-100
"(38527, 38278)",0.0,0,165,0.0,0.03259349306777555,-100
"(38633, 2123)",0.0,0,0,0.0,0.023846159496712135,-100
"(8411, 45573)",0.0,0,10,0.0,0.016021633461955502,-100
"(38042, 38169)",0.030303030303030304,1,273,0.36067376022224085,0.034189056363101246,-5
"(37988, 38846)",0.0,0,192,0.0,0.034342096371583364,-100
"(10614, 10616)",0.0,0,0,0.0,0.015258698535195715,-100
"(38155, 38258)",0.0,0,66,0.0,0.03236533376161649,-100
"(31670, 38729)",0.0,0,15,0.0,0.02190790786584663,-100
"(5333, 51229)",0.0,0,0,0.0,0.016021633461955502,-100
"(12668, 38710)",0.0,0,64,0.0,0.024925656044815492,-100
"(38009, 38615)",0.0,0,210,0.0,0.023811428020944436,-100
"(33239, 38218)",0.0,0,20,0.0,0.023335829173281267,-100
"(1133, 44174)",0.0,0,3,0.0,0.01609792695463148,-100
"(756, 45654)",0.0,0,2,0.0,0.015258698535195715,-100
"(13231, 43953)",0.0,0,0,0.0,0.016021633461955502,-100
"(515, 32947)",0.0,0,0,0.0,0.015258698535195715,-100
"(38119, 38124)",0.08695652173913043,2,150,0.7802707381644454,0.024144938996991556,-100
"(38048, 38072)",0.029411764705882353,1,304,0.36067376022224085,0.027205423464161216,-100
